id_contrat,age_assure,anciennete_mois,garantie,nb_contrats_foyer,canal_souscription,mode_paiement,prime_annuelle,hausse_prime_pct,nb_sinistres_3ans,delai_reglement_moyen_jours,satisfaction_reglement,nb_contacts_reclamation_1an,nb_contacts_conseil_1an,score_nps,digital_engagement,resiliation
C102153,29,93,Habitation,2,Conseiller téléphonique,Mensuel,819.61,11.8,0,,,0,0,7.1,1,0
C102154,48,89,Auto+Habitation,1,Comparateur en ligne,Mensuel,633.9,2.2,0,,,1,0,6.3,0,0
C102155,54,7,Auto+Habitation,2,Site web direct,Mensuel,508.09,6.4,0,,,0,0,9.5,0,0
C102156,50,47,Santé,2,Agence,Trimestriel,177.52,4.8,3,18.0,8.4,2,0,4.8,1,0
C102157,33,43,Santé,3,Site web direct,Mensuel,280.48,7.6,1,26.8,9.4,1,1,4.7,1,0
C102158,55,88,Auto,2,Comparateur en ligne,Mensuel,332.09,2.1,3,49.3,5.4,0,1,3.5,0,0
C102159,34,9,Santé,1,Agence,Mensuel,271.65,17.9,2,17.0,6.8,0,0,8.4,1,0
C102160,37,43,Auto,3,Courtier,Mensuel,282.68,1.5,0,,,0,0,8.6,1,0
C102161,31,9,Multi-garanties,2,Comparateur en ligne,Mensuel,571.66,7.4,1,38.7,4.2,0,0,8.0,1,0
C102162,65,79,Auto,1,Agence,Mensuel,599.69,9.7,0,,,0,0,4.9,0,0
C102163,55,3,Auto+Habitation,1,Site web direct,Annuel,326.94,2.8,0,,,0,3,2.5,1,0
C102164,54,142,Auto+Habitation,2,Agence,Annuel,950.73,-5.0,1,38.1,6.1,0,0,4.9,0,0
C102165,64,59,Santé,2,Conseiller téléphonique,Mensuel,513.24,3.2,0,,,3,1,4.9,0,1
C102166,87,38,Santé,1,Comparateur en ligne,Annuel,1093.8,1.6,0,,,1,2,4.0,0,1
C102167,19,23,Habitation,1,Agence,Mensuel,488.51,13.2,1,32.2,10.0,0,2,2.8,1,0
C102168,34,90,Auto+Habitation,2,Site web direct,Annuel,781.62,1.3,0,,,1,0,6.5,1,0
C102169,36,9,Habitation,1,Agence,Annuel,644.03,9.0,0,,,1,1,7.2,0,0
C102170,32,2,Auto+Habitation,2,Agence,Mensuel,174.51,12.8,1,33.2,6.7,0,3,2.3,1,0
C102171,29,57,Auto,4,Site web direct,Mensuel,1234.12,3.9,0,,,0,2,6.7,1,0
C102172,41,36,Auto+Habitation,3,Comparateur en ligne,Mensuel,150.0,14.5,0,,,0,0,2.1,1,1
C102173,27,50,Auto+Habitation,1,Courtier,Annuel,1026.85,11.6,0,,,0,0,10.0,0,0
C102174,50,45,Auto+Habitation,1,Agence,Mensuel,570.92,9.3,0,,,1,1,7.2,1,1
C102175,46,63,Habitation,3,Courtier,Annuel,568.4,5.2,1,18.5,5.4,0,1,9.9,0,0
C102176,52,39,Santé,2,Agence,Mensuel,248.94,7.7,0,,,0,2,4.3,1,0
C102177,53,28,Santé,1,Agence,Trimestriel,714.61,-3.8,0,,,0,0,10.0,1,0
C102178,54,40,Auto,1,Comparateur en ligne,Mensuel,323.43,-5.0,0,,,0,1,5.5,0,1
C102179,39,70,Habitation,1,Comparateur en ligne,Annuel,699.39,6.9,0,,,0,1,6.7,0,0
C102180,77,73,Habitation,3,Agence,Mensuel,517.41,2.9,1,8.1,3.6,0,1,5.5,1,0
C102181,49,52,Auto,1,Comparateur en ligne,Mensuel,270.3,-2.6,0,,,0,2,5.5,1,1
C102182,18,4,Auto,1,Conseiller téléphonique,Annuel,154.33,3.0,0,,,1,0,2.6,0,0
C102183,30,47,Santé,1,Agence,Trimestriel,225.26,2.9,3,17.1,9.5,1,0,4.3,0,0
C102184,19,8,Santé,3,Conseiller téléphonique,Trimestriel,371.36,5.2,1,29.8,4.5,0,1,7.0,0,0
C102185,45,76,Habitation,1,Agence,Mensuel,331.5,3.3,5,13.1,8.5,0,0,8.8,0,0
C102186,43,69,Multi-garanties,1,Site web direct,Mensuel,200.1,-1.4,1,29.8,3.3,0,2,5.9,1,0
C102187,38,18,Auto,3,Agence,Annuel,588.54,-5.0,0,,,1,0,3.0,1,0
C102188,75,61,Santé,1,Agence,Mensuel,753.41,1.7,2,4.9,6.6,0,1,4.4,1,0
C102189,53,42,Auto+Habitation,1,Courtier,Mensuel,783.14,16.9,1,23.0,4.8,1,0,5.5,0,0
C102190,56,21,Santé,2,Site web direct,Mensuel,154.43,8.3,0,,,0,0,7.4,0,0
C102191,31,60,Habitation,1,Agence,Annuel,526.29,0.4,0,,,0,2,5.5,0,0
C102192,30,109,Auto+Habitation,2,Comparateur en ligne,Mensuel,463.66,17.1,0,,,0,1,8.6,0,0
C102193,46,27,Santé,3,Site web direct,Mensuel,593.4,5.0,1,3.0,6.0,0,2,3.7,0,1
C102194,48,52,Auto,3,Agence,Annuel,780.44,0.8,1,24.1,7.6,1,2,4.2,0,0
C102195,18,17,Santé,3,Courtier,Mensuel,1424.76,5.9,2,14.0,5.0,0,1,7.9,1,0
C102196,42,23,Habitation,4,Comparateur en ligne,Mensuel,247.86,3.1,1,17.6,4.5,0,0,7.8,0,0
C102197,45,40,Auto,4,Agence,Mensuel,795.73,8.0,1,19.5,2.5,1,1,3.2,0,0
C102198,42,20,Habitation,1,Comparateur en ligne,Trimestriel,239.31,9.5,2,20.0,7.8,0,0,9.8,1,0
C102199,33,19,Habitation,2,Site web direct,Mensuel,533.52,0.9,0,,,1,2,6.9,0,0
C102200,37,14,Auto,1,Conseiller téléphonique,Annuel,518.28,7.9,0,,,1,0,5.8,1,0
C102201,42,93,Auto,1,Conseiller téléphonique,Mensuel,343.54,1.6,1,25.4,7.1,0,0,7.6,1,0
C102202,46,71,Santé,1,Comparateur en ligne,Trimestriel,150.0,9.2,1,26.1,3.8,1,0,5.9,0,0
C102203,54,39,Habitation,2,Comparateur en ligne,Mensuel,809.46,5.9,0,,,0,0,7.8,0,1
C102204,61,74,Santé,1,Conseiller téléphonique,Annuel,796.19,-5.0,3,11.3,4.5,0,1,7.2,1,0
C102205,41,79,Santé,1,Agence,Annuel,506.86,0.6,2,20.6,5.9,1,0,6.7,1,0
C102206,38,34,Multi-garanties,1,Courtier,Trimestriel,601.89,4.0,1,11.7,5.3,0,1,6.3,0,0
C102207,52,16,Habitation,3,Comparateur en ligne,Mensuel,258.31,6.4,0,,,0,3,6.8,0,0
C102208,54,52,Santé,2,Agence,Annuel,309.76,-0.8,5,3.0,4.7,0,1,5.1,1,0
C102209,38,93,Santé,1,Conseiller téléphonique,Trimestriel,150.0,8.5,1,15.6,8.0,0,0,5.1,0,0
C102210,57,67,Santé,3,Agence,Annuel,388.29,0.0,2,22.3,6.3,0,0,7.9,0,0
C102211,60,105,Santé,1,Site web direct,Annuel,385.35,-2.6,0,,,1,0,8.3,0,0
C102212,64,78,Auto+Habitation,1,Conseiller téléphonique,Mensuel,593.82,12.0,1,12.1,3.6,1,2,7.1,1,0
C102213,72,153,Santé,1,Conseiller téléphonique,Mensuel,629.86,-5.0,2,42.8,2.4,1,1,5.6,1,0
C102214,32,55,Santé,2,Agence,Mensuel,1283.43,8.8,0,,,1,0,7.7,0,0
C102215,45,31,Auto,3,Courtier,Annuel,162.89,2.2,0,,,0,0,7.3,1,0
C102216,45,70,Auto+Habitation,1,Conseiller téléphonique,Trimestriel,529.45,5.0,1,25.0,1.9,1,1,3.7,1,0
C102217,44,96,Santé,2,Agence,Annuel,566.52,0.1,1,24.3,7.9,1,1,5.0,1,0
C102218,35,48,Auto+Habitation,3,Agence,Annuel,224.26,0.6,0,,,1,0,7.0,1,0
C102219,23,79,Auto,2,Comparateur en ligne,Mensuel,1207.98,12.3,1,28.8,10.0,1,3,7.3,0,0
C102220,46,29,Habitation,3,Agence,Annuel,654.23,12.2,0,,,0,0,6.5,0,0
C102221,33,78,Santé,2,Courtier,Mensuel,410.72,6.0,1,26.7,8.0,0,1,9.2,1,0
C102222,46,201,Multi-garanties,1,Conseiller téléphonique,Mensuel,308.09,-5.0,0,,,0,0,2.5,1,0
C102223,33,29,Auto+Habitation,1,Agence,Mensuel,1120.81,1.3,0,,,0,1,4.8,0,0
C102224,29,50,Santé,2,Courtier,Mensuel,655.41,0.8,4,21.2,6.2,0,1,6.0,0,0
C102225,49,64,Santé,1,Conseiller téléphonique,Mensuel,708.54,-4.4,1,21.8,3.5,0,0,10.0,0,0
C102226,47,38,Habitation,2,Comparateur en ligne,Mensuel,470.03,-4.9,0,,,1,0,6.2,1,0
C102227,54,31,Auto,2,Agence,Trimestriel,186.52,7.5,0,,,1,1,4.8,1,0
C102228,78,43,Habitation,1,Comparateur en ligne,Annuel,832.33,0.3,0,,,1,2,4.2,0,0
C102229,49,87,Multi-garanties,2,Agence,Mensuel,360.32,10.1,0,,,0,1,9.4,0,0
C102230,52,10,Habitation,2,Comparateur en ligne,Mensuel,1245.84,12.1,1,26.5,3.3,1,0,5.8,0,1
C102231,29,19,Santé,2,Comparateur en ligne,Annuel,506.31,9.7,0,,,1,0,5.7,1,0
C102232,26,37,Multi-garanties,1,Agence,Mensuel,656.7,-0.1,2,23.8,8.4,0,1,5.9,1,0
C102233,69,81,Auto,3,Agence,Mensuel,662.0,8.2,0,,,1,1,5.3,0,0
C102234,31,43,Auto,3,Site web direct,Mensuel,648.0,5.2,0,,,3,0,2.4,0,0
C102235,29,25,Santé,2,Conseiller téléphonique,Mensuel,378.98,2.4,2,24.0,2.1,0,1,5.6,1,1
C102236,44,113,Habitation,1,Comparateur en ligne,Annuel,1322.67,4.0,0,,,0,0,8.0,0,0
C102237,44,49,Santé,2,Conseiller téléphonique,Mensuel,293.88,4.2,2,25.1,5.6,1,0,7.0,1,0
C102238,31,30,Habitation,4,Conseiller téléphonique,Annuel,658.58,3.7,2,25.5,7.5,1,1,8.9,1,0
C102239,40,63,Santé,3,Courtier,Trimestriel,264.02,8.6,2,24.3,4.0,1,0,6.5,1,0
C102240,63,61,Multi-garanties,3,Courtier,Mensuel,198.41,6.6,0,,,0,1,4.5,1,0
C102241,33,50,Habitation,2,Site web direct,Mensuel,535.99,6.3,1,33.6,9.8,1,2,4.5,1,0
C102242,24,23,Santé,1,Comparateur en ligne,Annuel,754.54,-4.8,6,3.0,3.6,0,0,5.3,0,0
C102243,59,80,Multi-garanties,1,Conseiller téléphonique,Annuel,503.01,-1.7,0,,,0,1,7.1,1,0
C102244,52,126,Habitation,1,Conseiller téléphonique,Mensuel,472.33,6.1,0,,,1,0,5.3,1,0
C102245,36,56,Auto,1,Site web direct,Mensuel,376.31,-0.4,2,3.7,10.0,0,0,2.7,1,0
C102246,21,11,Santé,3,Conseiller téléphonique,Mensuel,317.82,-5.0,0,,,0,0,5.4,1,0
C102247,34,168,Santé,1,Comparateur en ligne,Mensuel,435.43,2.5,0,,,1,0,7.1,1,0
C102248,44,63,Habitation,2,Agence,Trimestriel,881.09,5.3,0,,,1,1,8.7,0,0
C102249,62,18,Santé,2,Comparateur en ligne,Annuel,359.04,2.5,2,21.9,2.8,0,2,8.4,1,0
C102250,29,77,Auto+Habitation,1,Site web direct,Mensuel,1454.06,1.2,0,,,2,0,7.1,1,0
C102251,44,94,Auto,3,Agence,Mensuel,852.66,-1.4,0,,,0,2,8.7,0,0
C102252,55,44,Auto,1,Site web direct,Trimestriel,432.71,-0.6,0,,,0,0,8.0,1,0
C102253,18,8,Santé,3,Site web direct,Mensuel,467.22,7.9,0,,,2,0,7.5,0,0
C102254,61,52,Habitation,2,Comparateur en ligne,Mensuel,231.62,6.0,0,,,1,0,3.6,0,1
C102255,27,17,Auto,1,Site web direct,Annuel,652.11,4.4,1,25.1,9.5,1,0,10.0,0,0
C102256,50,64,Auto,1,Site web direct,Mensuel,719.45,-3.1,0,,,0,0,9.0,1,0
C102257,49,24,Auto,1,Comparateur en ligne,Mensuel,567.88,8.5,0,,,0,0,7.7,1,0
C102258,61,59,Auto,1,Site web direct,Mensuel,857.0,-1.9,2,26.0,6.2,1,1,7.5,1,0
C102259,53,31,Santé,2,Site web direct,Mensuel,431.45,-4.1,0,,,0,1,8.3,1,0
C102260,18,54,Multi-garanties,1,Courtier,Mensuel,615.27,7.5,2,32.8,4.5,0,0,6.6,1,0
C102261,33,78,Auto+Habitation,4,Agence,Trimestriel,446.57,12.8,0,,,1,1,7.8,0,0
C102262,47,80,Habitation,1,Conseiller téléphonique,Mensuel,1061.76,7.2,0,,,0,0,9.5,1,0
C102263,42,22,Santé,4,Conseiller téléphonique,Mensuel,420.52,9.6,2,10.7,7.8,0,0,9.6,0,0
C102264,52,34,Santé,4,Agence,Mensuel,345.18,-4.6,2,16.1,6.8,0,0,6.4,1,0
C102265,57,35,Auto,1,Comparateur en ligne,Mensuel,784.73,6.2,0,,,0,3,4.7,0,0
C102266,54,51,Habitation,2,Agence,Mensuel,694.23,4.0,1,14.7,6.7,0,1,5.5,1,0
C102267,42,98,Habitation,1,Conseiller téléphonique,Annuel,475.75,9.7,0,,,1,2,5.1,1,0
C102268,18,39,Auto,1,Comparateur en ligne,Mensuel,1144.16,-5.0,0,,,1,2,4.1,0,0
C102269,38,60,Multi-garanties,4,Agence,Annuel,419.01,3.4,2,13.2,5.6,0,1,6.6,1,0
C102270,51,37,Auto,3,Agence,Annuel,626.98,6.0,0,,,1,0,9.7,1,0
C102271,29,24,Santé,1,Comparateur en ligne,Annuel,538.23,11.1,4,9.1,6.2,0,2,6.2,0,0
C102272,54,11,Habitation,1,Courtier,Annuel,670.94,15.3,1,16.1,8.8,0,1,5.6,0,0
C102273,59,29,Habitation,2,Courtier,Annuel,686.93,1.9,0,,,0,1,5.8,1,0
C102274,47,15,Santé,1,Agence,Annuel,492.0,6.2,4,25.3,6.6,0,0,6.8,0,0
C102275,18,16,Auto+Habitation,2,Site web direct,Trimestriel,1325.09,-3.4,0,,,2,0,4.8,1,1
C102276,26,54,Auto,1,Agence,Mensuel,285.7,2.5,0,,,2,1,6.0,0,0
C102277,73,59,Santé,1,Conseiller téléphonique,Trimestriel,486.72,-5.0,2,39.3,4.8,0,2,8.1,0,0
C102278,37,82,Santé,1,Agence,Annuel,509.14,9.7,0,,,1,2,7.7,1,0
C102279,18,6,Auto,1,Conseiller téléphonique,Mensuel,583.62,19.3,0,,,0,1,5.1,1,0
C102280,64,73,Auto+Habitation,2,Conseiller téléphonique,Annuel,617.99,3.7,0,,,0,0,6.0,1,0
C102281,45,2,Santé,2,Site web direct,Trimestriel,415.06,-2.4,2,42.7,9.5,0,0,8.3,0,0
C102282,62,25,Santé,2,Comparateur en ligne,Annuel,508.94,-5.0,4,43.5,5.4,0,2,5.5,1,0
C102283,49,37,Auto,3,Comparateur en ligne,Annuel,596.6,10.5,0,,,1,0,4.5,0,0
C102284,52,24,Habitation,1,Conseiller téléphonique,Mensuel,263.58,8.0,0,,,0,0,6.3,0,0
C102285,50,42,Santé,1,Agence,Annuel,463.71,18.0,1,9.8,7.1,0,1,6.3,1,0
C102286,55,49,Habitation,3,Agence,Annuel,241.06,1.5,1,3.6,8.3,0,2,5.5,0,0
C102287,79,1,Santé,1,Agence,Annuel,763.12,9.7,3,24.2,4.1,0,1,10.0,1,0
C102288,60,61,Auto,3,Conseiller téléphonique,Mensuel,422.2,2.3,1,3.0,3.5,1,1,2.6,1,0
C102289,21,28,Santé,1,Agence,Mensuel,218.79,4.6,3,27.6,3.5,1,1,9.3,0,0
C102290,52,71,Auto,1,Comparateur en ligne,Annuel,150.0,3.9,1,33.4,4.0,0,2,8.5,1,0
C102291,62,73,Habitation,3,Comparateur en ligne,Mensuel,654.11,14.1,2,9.0,7.8,0,2,9.5,0,0
C102292,63,45,Auto+Habitation,1,Site web direct,Mensuel,406.94,2.3,1,10.7,4.7,0,1,3.0,1,0
C102293,39,80,Habitation,1,Agence,Trimestriel,386.62,9.8,1,3.0,8.6,0,0,9.1,1,0
C102294,62,20,Multi-garanties,1,Conseiller téléphonique,Mensuel,290.93,11.2,0,,,0,0,6.4,1,0
C102295,59,25,Auto+Habitation,1,Comparateur en ligne,Mensuel,256.68,7.8,0,,,1,1,10.0,1,0
C102296,84,6,Multi-garanties,2,Conseiller téléphonique,Annuel,150.0,12.1,0,,,0,0,7.4,0,0
C102297,34,62,Auto+Habitation,2,Comparateur en ligne,Trimestriel,334.56,-3.5,1,3.0,9.1,1,2,5.7,1,0
C102298,37,42,Auto+Habitation,3,Comparateur en ligne,Trimestriel,315.32,-3.0,0,,,1,0,7.7,1,0
C102299,40,37,Habitation,3,Conseiller téléphonique,Mensuel,746.22,-0.2,1,18.0,7.6,1,0,5.3,1,0
C102300,38,35,Auto+Habitation,3,Courtier,Annuel,251.94,6.1,0,,,1,0,6.6,0,0
C102301,32,31,Habitation,3,Courtier,Mensuel,253.21,7.9,1,8.8,7.4,0,0,3.7,0,0
C102302,18,16,Auto+Habitation,3,Agence,Mensuel,283.49,-5.0,1,29.5,8.0,0,3,4.7,1,0
C102303,38,13,Habitation,1,Conseiller téléphonique,Annuel,659.9,5.1,1,10.0,6.3,0,0,5.6,0,0
C102304,51,127,Auto,3,Courtier,Mensuel,822.09,-3.2,0,,,0,1,8.7,0,0
C102305,38,58,Multi-garanties,1,Courtier,Mensuel,634.08,-1.4,2,24.9,1.7,0,0,8.2,0,0
C102306,74,36,Santé,3,Agence,Mensuel,1164.93,7.0,0,,,0,3,4.9,0,0
C102307,45,33,Santé,3,Comparateur en ligne,Annuel,788.22,-5.0,1,46.9,5.6,1,1,4.3,1,0
C102308,64,53,Auto+Habitation,2,Conseiller téléphonique,Trimestriel,179.64,2.9,0,,,2,0,8.3,1,0
C102309,49,91,Multi-garanties,3,Conseiller téléphonique,Mensuel,595.44,-2.1,1,10.1,6.0,1,3,7.6,1,0
C102310,57,46,Auto+Habitation,4,Agence,Trimestriel,969.66,4.4,0,,,1,2,9.5,1,0
C102311,49,159,Santé,3,Site web direct,Annuel,521.07,16.5,1,21.2,5.9,0,0,9.1,1,0
C102312,66,64,Auto,2,Agence,Mensuel,304.63,5.9,1,12.2,8.1,4,0,8.1,0,0
C102313,46,28,Santé,4,Site web direct,Mensuel,266.49,3.9,1,26.6,5.5,0,0,3.4,1,0
C102314,52,12,Santé,1,Agence,Trimestriel,930.24,9.0,2,30.2,8.8,0,0,8.0,0,0
C102315,50,88,Santé,3,Conseiller téléphonique,Mensuel,783.58,11.4,3,26.6,8.8,1,1,5.4,0,0
C102316,41,18,Santé,2,Courtier,Annuel,256.56,8.0,0,,,1,0,7.4,1,0
C102317,51,71,Auto+Habitation,4,Site web direct,Annuel,375.04,-5.0,1,3.0,9.8,0,0,5.6,0,0
C102318,79,54,Auto,1,Agence,Mensuel,283.93,10.0,0,,,0,0,6.3,0,0
C102319,41,10,Habitation,1,Site web direct,Mensuel,238.79,0.5,0,,,0,0,8.1,0,0
C102320,51,52,Auto,1,Site web direct,Mensuel,685.82,1.1,1,33.6,3.5,0,1,10.0,1,0
C102321,64,60,Auto+Habitation,2,Agence,Annuel,474.01,-1.5,0,,,0,0,9.2,0,0
C102322,62,32,Habitation,2,Agence,Mensuel,630.08,0.1,0,,,0,0,8.6,1,0
C102323,45,30,Santé,1,Conseiller téléphonique,Annuel,441.99,5.8,4,19.9,5.3,1,1,3.4,0,0
C102324,18,33,Santé,1,Comparateur en ligne,Mensuel,1593.98,4.1,3,44.8,6.9,2,0,4.2,1,0
C102325,53,86,Auto+Habitation,3,Agence,Mensuel,567.33,0.7,1,20.4,5.9,0,0,5.6,1,0
C102326,18,29,Santé,2,Site web direct,Trimestriel,686.64,-5.0,0,,,0,0,5.7,1,0
C102327,67,7,Multi-garanties,2,Agence,Mensuel,632.99,11.0,1,11.4,6.9,1,1,5.2,0,0
C102328,48,43,Santé,1,Agence,Mensuel,500.98,5.0,4,27.5,7.2,0,0,3.4,1,0
C102329,60,6,Santé,2,Courtier,Annuel,284.98,3.9,1,34.6,6.2,0,0,6.4,0,0
C102330,31,51,Auto,3,Agence,Mensuel,476.78,3.8,1,31.3,6.4,0,2,4.9,1,0
C102331,22,16,Habitation,3,Courtier,Mensuel,330.66,2.4,0,,,1,0,6.6,0,0
C102332,49,35,Habitation,4,Site web direct,Trimestriel,392.38,1.8,1,11.3,7.9,0,0,5.8,0,0
C102333,44,17,Santé,3,Conseiller téléphonique,Mensuel,934.26,-1.8,3,24.4,5.6,0,0,4.4,1,0
C102334,38,107,Habitation,1,Site web direct,Mensuel,427.72,6.8,0,,,0,2,7.3,0,0
C102335,46,54,Habitation,1,Comparateur en ligne,Annuel,444.94,1.9,1,13.9,5.1,0,1,8.1,0,0
C102336,87,16,Multi-garanties,2,Agence,Mensuel,598.79,7.0,0,,,0,0,4.2,0,0
C102337,58,46,Habitation,1,Comparateur en ligne,Mensuel,250.69,3.0,0,,,2,0,3.9,1,1
C102338,61,13,Auto+Habitation,3,Courtier,Mensuel,278.66,-0.3,0,,,1,1,4.7,0,0
C102339,58,34,Auto+Habitation,2,Comparateur en ligne,Trimestriel,476.67,4.2,2,10.3,4.6,0,1,6.1,1,0
C102340,67,91,Habitation,2,Site web direct,Annuel,319.47,2.6,0,,,0,0,6.6,0,0
C102341,42,55,Habitation,4,Agence,Annuel,1091.17,2.3,0,,,0,0,4.6,1,0
C102342,18,18,Santé,2,Conseiller téléphonique,Annuel,172.62,-0.5,1,11.2,6.8,0,0,10.0,0,0
C102343,42,11,Habitation,1,Comparateur en ligne,Annuel,618.29,2.3,1,25.3,3.0,0,0,5.9,1,1
C102344,57,60,Auto,1,Agence,Mensuel,315.25,-0.9,0,,,1,1,5.0,1,0
C102345,30,121,Santé,3,Site web direct,Mensuel,309.12,1.3,1,3.0,10.0,0,0,6.2,1,0
C102346,42,36,Santé,1,Agence,Mensuel,657.4,4.9,2,22.4,4.6,0,1,7.4,0,0
C102347,35,88,Habitation,1,Courtier,Annuel,259.01,1.1,1,18.9,8.6,0,1,6.2,1,0
C102348,68,55,Auto,2,Comparateur en ligne,Annuel,386.76,8.4,1,9.9,7.5,1,0,10.0,0,0
C102349,56,60,Habitation,2,Agence,Mensuel,607.75,8.6,0,,,1,0,6.0,0,0
C102350,55,13,Multi-garanties,2,Courtier,Annuel,665.7,4.5,1,41.2,4.3,0,0,9.4,1,0
C102351,54,34,Multi-garanties,2,Courtier,Mensuel,1490.66,-4.5,3,16.0,7.2,0,2,7.7,0,1
C102352,44,36,Auto+Habitation,2,Comparateur en ligne,Trimestriel,1032.88,4.1,1,13.7,7.1,0,1,5.7,1,0
C102353,48,4,Habitation,3,Courtier,Annuel,881.52,0.7,0,,,2,0,2.9,0,0
C102354,27,23,Auto,2,Agence,Mensuel,300.94,2.2,0,,,0,2,7.7,1,0
C102355,18,25,Multi-garanties,2,Site web direct,Trimestriel,483.93,7.9,1,14.3,3.6,0,1,7.8,0,0
C102356,47,17,Auto+Habitation,3,Courtier,Annuel,473.29,5.6,0,,,1,1,6.3,1,0
C102357,50,33,Auto,1,Agence,Annuel,695.74,0.3,1,27.8,2.9,2,0,7.5,0,0
C102358,63,69,Habitation,4,Comparateur en ligne,Annuel,363.53,5.6,1,22.9,3.6,0,3,4.9,1,0
C102359,69,70,Santé,1,Comparateur en ligne,Annuel,658.4,7.5,0,,,0,1,3.2,1,1
C102360,69,99,Santé,1,Site web direct,Annuel,557.11,15.5,0,,,0,0,4.9,0,0
C102361,30,78,Santé,1,Agence,Mensuel,790.7,-0.2,2,26.2,4.8,0,2,9.9,0,0
C102362,40,49,Multi-garanties,2,Site web direct,Mensuel,955.63,5.3,0,,,1,0,8.7,0,0
C102363,52,101,Auto,1,Site web direct,Mensuel,207.72,-4.5,0,,,0,0,7.6,1,0
C102364,83,27,Auto+Habitation,1,Conseiller téléphonique,Mensuel,756.46,-1.2,0,,,0,1,7.2,0,1
C102365,67,39,Auto,1,Agence,Mensuel,287.47,-1.0,0,,,0,1,7.4,0,0
C102366,62,127,Santé,1,Agence,Mensuel,448.33,11.3,2,4.6,5.8,1,0,9.6,0,0
C102367,39,26,Santé,1,Site web direct,Trimestriel,389.32,3.6,0,,,1,0,6.4,0,0
C102368,32,3,Santé,2,Agence,Mensuel,582.46,8.6,0,,,0,0,5.5,0,0
C102369,57,11,Habitation,1,Comparateur en ligne,Mensuel,1080.89,8.8,2,21.0,5.6,2,0,8.5,1,1
C102370,28,36,Auto,3,Conseiller téléphonique,Mensuel,313.76,3.4,1,9.1,6.9,1,0,9.1,0,0
C102371,41,17,Auto+Habitation,1,Comparateur en ligne,Mensuel,480.61,-0.9,1,25.6,5.9,0,1,8.0,1,0
C102372,43,10,Auto,1,Comparateur en ligne,Trimestriel,612.49,2.0,0,,,1,3,6.5,0,0
C102373,69,72,Auto,1,Agence,Mensuel,209.05,14.7,1,3.0,6.0,1,1,6.1,1,0
C102374,40,55,Auto,2,Courtier,Mensuel,436.46,6.4,1,21.5,5.5,0,0,6.7,1,1
C102375,18,4,Santé,2,Conseiller téléphonique,Mensuel,933.4,-0.1,3,43.8,2.6,1,1,7.2,1,0
C102376,53,82,Santé,1,Site web direct,Annuel,408.72,4.1,0,,,0,1,6.8,0,0
C102377,35,150,Santé,1,Courtier,Mensuel,523.97,1.8,1,14.0,8.7,1,0,7.1,0,0
C102378,46,22,Auto,1,Courtier,Trimestriel,379.42,-0.4,1,12.4,5.3,0,2,7.4,1,0
C102379,44,56,Auto+Habitation,3,Comparateur en ligne,Annuel,1842.04,14.0,0,,,0,1,10.0,1,0
C102380,41,15,Auto,2,Site web direct,Mensuel,711.24,-0.7,0,,,0,1,7.5,1,0
C102381,57,44,Multi-garanties,3,Conseiller téléphonique,Annuel,512.84,5.1,2,32.6,5.0,0,0,4.8,0,0
C102382,22,58,Habitation,3,Conseiller téléphonique,Trimestriel,324.46,11.4,2,3.2,9.1,1,1,6.8,0,0
C102383,37,36,Santé,2,Site web direct,Annuel,645.51,-5.0,2,37.9,4.3,1,0,7.7,0,0
C102384,55,20,Santé,2,Courtier,Annuel,770.3,16.4,1,32.4,10.0,0,0,3.7,1,0
C102385,36,26,Santé,4,Courtier,Mensuel,356.03,15.6,0,,,0,0,5.1,0,0
C102386,21,6,Auto+Habitation,1,Comparateur en ligne,Mensuel,887.64,1.0,1,27.4,5.4,0,3,9.1,0,0
C102387,55,41,Auto+Habitation,1,Site web direct,Mensuel,752.45,18.0,0,,,0,2,1.3,1,0
C102388,62,114,Santé,2,Comparateur en ligne,Annuel,408.67,6.8,1,42.9,4.7,0,0,5.2,1,0
C102389,44,11,Auto,1,Site web direct,Annuel,454.5,8.6,0,,,0,0,9.1,0,0
C102390,18,98,Santé,3,Site web direct,Mensuel,998.68,-1.9,2,22.5,2.0,0,1,5.9,0,0
C102391,56,31,Auto+Habitation,1,Conseiller téléphonique,Trimestriel,449.26,7.8,0,,,0,1,6.6,0,0
C102392,20,5,Auto+Habitation,3,Conseiller téléphonique,Annuel,427.92,0.8,0,,,1,2,4.4,0,0
C102393,50,72,Santé,3,Agence,Mensuel,1054.71,1.7,6,6.8,4.2,0,0,8.6,1,0
C102394,32,41,Habitation,2,Conseiller téléphonique,Mensuel,331.75,1.5,1,11.8,7.5,0,2,10.0,0,0
C102395,28,14,Habitation,2,Comparateur en ligne,Annuel,294.92,4.1,0,,,0,0,4.7,0,0
C102396,38,21,Habitation,4,Site web direct,Mensuel,187.01,-2.7,0,,,0,1,6.0,0,0
C102397,42,25,Santé,3,Agence,Mensuel,708.68,10.4,2,27.8,2.8,0,0,3.5,0,0
C102398,35,34,Santé,1,Agence,Mensuel,576.36,10.6,2,17.7,6.6,0,0,1.8,1,0
C102399,54,44,Santé,1,Site web direct,Trimestriel,567.56,7.5,3,11.4,6.4,1,1,1.6,1,0
C102400,38,45,Auto+Habitation,3,Agence,Mensuel,506.31,2.6,2,27.3,6.1,1,1,10.0,1,0
